 ASIGNATURA;TEMA O CONCEPTO;SOLO;BLOOM;TEMA_CLASIFICADO
INGENIERÍA WEB;Acompañamiento revisión objetivos WEB;Multiestructural;Comprender;Investigación
INGENIERÍA WEB;Manejo de referencias;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Validación Criterios 2;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA WEB;Consideraciones Metodologicas y Alcance;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Ajustes documentación proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Conexión con pasarelas por medio de API;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional;Multiestructural;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Consulta sobre Metodologías Scrum e Ing. de Software;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos de recurrencia;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programación dinámica problema de la mochila;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Agente Viajero NP;Multiestructural;Aplicar;Otros
INGENIERÍA WEB;Conexión con repositorios remotos;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Conexión con Repositorio remoto ;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Configuración Entorno LINUX;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Definición del alcance de arquitectura de software como asignatura y su importancia;Abstracto Extendido;Analizar;Otros
INGENIERÍA DE SOFTWARE;Revisión Planteamiento del Proyecto de Semestre;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE OBJETIVOS;Relacional;Aplicar;Otros
INGENIERÍA DE SOFTWARE;IEEE 830;Abstracto Extendido;Evaluar;Otros
ARQUITECTURA DE SOFTWARE;Atributos de calidad;Abstracto Extendido;Analizar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas de estocasticos;Preestructural;Recordar;Otros
INGENIERÍA DE SOFTWARE;XTREME PROGRAMING;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE EXPOSICIÓN XP;Abstracto Extendido;Evaluar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;PROYECTO;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;CRONOGRAMA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;IMPLEMENTACION;Abstracto Extendido;Aplicar;Algoritmia
ARQUITECTURA DE SOFTWARE;Requerimientos no funcionales;Abstracto Extendido;Analizar;Otros
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Vistas;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Software dudas;Preestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Documento de Arquitectura de Software.;Abstracto Extendido;Analizar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Revisión de proyecto;Multiestructural;Comprender;Otros
INGENIERÍA WEB;Diagramas de Diseño del sistema;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Redacción Escrito texto crítico;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas ;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Sistema IOT y modelado matlab;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de Colas ;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Introducción a IOT ;NO HAY VERBO;NO HAY VERBO;Programación Python
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Proyecto web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;retroalimentación de proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE EXPOSICIÓN XP;Abstracto Extendido;Evaluar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;PROYECTO;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta sobre algoritmo Dijkstra;Multiestructural;Aplicar;Algoritmia
INGENIERÍA WEB;Validación Criterios de Endpoints;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA WEB;Manejo de presupuestos Proyecto WEB-Firebase;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;Programación O.O.;Abstracto Extendido;Aplicar;Algoritmia
CONSTRUCCIÓN DE SOFTWARE;atributos de calidad;Abstracto Extendido;Aplicar;Proyecto Integrador
ARQUITECTURA DE SOFTWARE;Tecnologías orientadas a servicios.;Abstracto Extendido;Analizar;Algoritmia
INGENIERÍA WEB;Formulación de Proyecto Final;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Manejo de Control de Versiones con GIT;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Definición del objetivo general de la propuesta a desarrollar bajo los parámetros de la ingeniería web con criterios de adaptabilidad interactividad y persistencia.;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA WEB;Desarrollar una plataforma web interactiva adaptativa y persistente para la intermediación entre profesionales del reciclaje y la población en general de acuerdo a la ley de gestión integral de residuos sólidos y la viabilidad económica del reciclaje industrial.;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA WEB;Revisión del contexto del desarrollo del proyecto Integrador en el marco del ciclo de vida de la metodología SCRUM;Multiestructural;Comprender;Proyecto Integrador
INGENIERÍA WEB;Revisión Revisión y detalle de actividades asociadas a objetivos específicos en el marco del desarrollo de una plataforma WEB;Multiestructural;Comprender;Investigación
INGENIERÍA DE SOFTWARE;Requerimientos funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Dudas taller;Preestructural;Recordar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Ing. Software - proyecto web mvc;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Consulta sobre el proceso de desarrollo de Ontologias a partir de Methontology;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;corrección planteamiento del problema;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;METODOLOGIA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;CRONOGRAMA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;TUTORIA PROYECTO FINAL ;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto final;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto final ;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
ESTRUCTURAS DE DATOS;Información sobre apoyo en la asignatura ;Abstracto Extendido;Analizar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos ;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMO CYK;Multiestructural;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;Requerimientos funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Dudas taller;Preestructural;Recordar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Ing. Software - proyecto mvc;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Apoyo en la aclaración de dudas sobre metodología Methontology para el desarrollo de una ontología de propósito especifico.;Preestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Documento de Arquitectura de Software.;Abstracto Extendido;Analizar;Otros
INGENIERÍA WEB;JavaScript;Abstracto Extendido;Aplicar;Programación JavaScript
INGENIERÍA WEB;Revisión del contexto del desarrollo del proyecto Integrador en el marco del ciclo de vida de la metodología SCRUM;Multiestructural;Comprender;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;PROYECTO MATERIA;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;REDACCION DE OBJETIVOS;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;TSP Y PSP;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Pertinencia de la representación arquitectónica;Relacional;Crear;Otros
ARQUITECTURA DE SOFTWARE;Vista lógica;Abstracto Extendido;Analizar;Estadística y Matemáticas
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Programación modelo MVC;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Formulación de Proyecto Final;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Especificación de Sprints de acuerdo a SCRUM asociados al proceso de desarrollo de software con base en el ciclo de vida del Software.;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE OBJETIVOS;Relacional;Aplicar;Otros
INGENIERÍA DE SOFTWARE;IEEE 830;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Duda de Algoritmos ;Preestructural;Recordar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta tarea agente viajero;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Idea de proyecto;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;proyecto;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;HTML no valida todos los campos;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Diagrama de Gantt;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Configuración wordpress;Abstracto Extendido;Analizar;Otros
INGENIERÍA WEB;Diseño del sistema web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Diseño del sistema web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Frameworks para ingeniería web;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;CUESTIONARIO REVISION;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;METODOLOGIAS;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;METODOLOGIA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;CRONOGRAMA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
CONSTRUCCIÓN DE SOFTWARE;REVISIÓN DE TRABAJO;Multiestructural;Comprender;Investigación
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;DUDAS MACHINE LEARNING;Preestructural;Recordar;Algoritmia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Inteligencia Artificial;NO HAY VERBO;NO HAY VERBO;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
INGENIERÍA DE SOFTWARE;REVISION ALCANCES ;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;MODELO RUP;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;IEEE 830;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;AVANCE PROYECTO;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;DESARROLLO JAVA;Abstracto Extendido;Aplicar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS DOBLES;Multiestructural;Aplicar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS DE EUCLIDES;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Notación Asintotica ;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo Dijkstra ;Multiestructural;Aplicar;Algoritmia
INGENIERÍA WEB;Manejo de Control de Versiones con GIT;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Configuración de ambiente de desarrollo;Abstracto Extendido;Aplicar;Programación Java
INGENIERÍA DE SOFTWARE;planteamiento de la encuestsa;Abstracto Extendido;Evaluar;Otros
CONSTRUCCIÓN DE SOFTWARE;REVISION DE TRABAJO;Multiestructural;Comprender;Investigación
ARQUITECTURA DE SOFTWARE;Testabilidad;Abstracto Extendido;Analizar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov.;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Expresiones regulares en Java Script;Abstracto Extendido;Aplicar;Programación JavaScript
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Revisión Ejecución taller de Raft Consensus;Multiestructural;Comprender;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Revisión Taller SD;Multiestructural;Comprender;Otros
ESTRUCTURAS DE DATOS;Colas Dinámicas;Abstracto Extendido;Analizar;Estadística y Matemáticas
INGENIERÍA WEB;Solución dudas Despliegue en servidor;Preestructural;Recordar;Otros
INGENIERÍA WEB;Manejo de proyectos WEB en Repositorio Remoto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;REVISION LIMITACIONES;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;EXPOSICIÓN PROTOTIPOS;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;IEEE 830;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;AVANCE PROYECTO;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;DESARROLLO JAVA;Abstracto Extendido;Aplicar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS DOBLEs;Multiestructural;Aplicar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMO DE EUCLIDES;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Dijkstra ;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Problema del agente viajero;Multiestructural;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Configuración de ambiente de desarrollo;Abstracto Extendido;Aplicar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Arbor recubridor mínimo;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Árbol recubridor mínimo;Multiestructural;Aplicar;Otros
INGENIERÍA WEB;Validación Propuesta PI;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE OBJETIVOS;Relacional;Aplicar;Otros
INGENIERÍA DE SOFTWARE;IEEE 830;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Duda sobre recursividad;Preestructural;Recordar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta tarea de agente viajero;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Funciones en JavaScript;Abstracto Extendido;Aplicar;Programación JavaScript
INGENIERÍA WEB;HTML no valida todos los campos;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Diagrama de Gantt;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Configuración Wordpress;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Puertos configuración apache;Abstracto Extendido;Analizar;Otros
INGENIERÍA WEB;Diseño del sistema web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Diseño del sistema web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Frameworks para ingeniería web;Abstracto Extendido;Aplicar;Proyecto Integrador
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Validación taller teorema del consenso;NO HAY VERBO;NO HAY VERBO;Investigación
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Taller Dragon boat;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
CONSTRUCCIÓN DE SOFTWARE;Atributos de calidad;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;REVISION OBJETIVOS ;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;MODELO RUP;Abstracto Extendido;Evaluar;Otros
CONSTRUCCIÓN DE SOFTWARE;TUTORÍA TALLER;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea ;Preestructural;Recordar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto de la asignatura;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Requerimientos funcionales;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos no funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Evaluar;Otros
INGENIERÍA WEB;Corrección Parcial.;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Modelo de 4+1 vistas para arq. de sw;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta subsecuencia común más larga;Multiestructural;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos de software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Requerimientos funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Ing. software - análisis del sistema;Relacional;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Pertinencia de la representación arquitectónica;Relacional;Crear;Otros
ARQUITECTURA DE SOFTWARE;Vista lógica;Abstracto Extendido;Analizar;Estadística y Matemáticas
INGENIERÍA DE SOFTWARE;Proyecto web;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Ing. software - proyecto mvc;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Modelo entidad relación y Atributos de Calidad;Abstracto Extendido;Analizar;Otros
CONSTRUCCIÓN DE SOFTWARE;Atributos de calidad ;Abstracto Extendido;Aplicar;Proyecto Integrador
ARQUITECTURA DE SOFTWARE;Prototipos de software;Abstracto Extendido;Analizar;Otros
INGENIERÍA DE SOFTWARE;Procesos de desarrollo de software;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;Requerimientos no funcionales;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;HTML5-CSS3;Abstracto Extendido;Evaluar;Otros
INGENIERÍA WEB;Especificaciones Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ARQUITECTURA DE SOFTWARE;Diagrama de clases;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Diagrama de Clases;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Pruebas de carga y estrés;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Inducción matemática;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto Algoritmos;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;Tutoría;Abstracto Extendido;Evaluar;Programación Python
INGENIERÍA DE SOFTWARE;Tutoría;Abstracto Extendido;Evaluar;Programación Python
INGENIERÍA DE SOFTWARE;Tutoría;Abstracto Extendido;Evaluar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Dudas tema clase;Preestructural;Recordar;Otros
INGENIERÍA DE SOFTWARE;Tutoría Ingeniería de Software;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Tutoría;Abstracto Extendido;Evaluar;Programación Python
INGENIERÍA WEB;Consulta sobre metodología Methontology para el desarrollo de una Ontología de propósito especifico;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;ACLARAR CONCEPTOS DE PATRONES;Relacional;Analizar;Programación Java
INGENIERÍA DE SOFTWARE;REDACCIÓN DE OBJETIVOS;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;PSP Y TSP;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;METODOLOGIA;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;REVISION PROYECTO;Multiestructural;Comprender;Otros
