 ASIGNATURA;TEMA O CONCEPTO
INGENIERÍA DE SOFTWARE;AVANCE PROYECTO
INGENIERÍA DE SOFTWARE;DESARROLLO JAVA
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS DOBLEs
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMO DE EUCLIDES
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Dijkstra 
ANÁLISIS Y DISEÑO DE ALGORITMOS;Problema del agente viajero
ARQUITECTURA DE SOFTWARE;Configuración de ambiente de desarrollo
ANÁLISIS Y DISEÑO DE ALGORITMOS;Arbor recubridor mínimo
ANÁLISIS Y DISEÑO DE ALGORITMOS;Árbol recubridor mínimo
INGENIERÍA WEB;Validación Propuesta PI
INGENIERÍA DE SOFTWARE;INGENIERÍA DE SOFTWARE OBJETIVOS
INGENIERÍA DE SOFTWARE;IEEE 830
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Duda sobre recursividad
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta tarea de agente viajero
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto
INGENIERÍA WEB;Funciones en JavaScript
INGENIERÍA WEB;HTML no valida todos los campos
INGENIERÍA WEB;Diagrama de Gantt
ARQUITECTURA DE SOFTWARE;Configuración Wordpress
ARQUITECTURA DE SOFTWARE;Puertos configuración apache
INGENIERÍA WEB;Diseño del sistema web
INGENIERÍA WEB;Diseño del sistema web
INGENIERÍA WEB;Frameworks para ingeniería web
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Validación taller teorema del consenso
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Taller Dragon boat
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software
INGENIERÍA WEB;Definición y estructuración de Proyecto Integrador de las asignaturas de Ingeniería WEB y Arquitectura de Software
INGENIERÍA DE SOFTWARE;Diagrama de clases
INGENIERÍA DE SOFTWARE;Diagrama de clases
CONSTRUCCIÓN DE SOFTWARE;Atributos de calidad
INGENIERÍA DE SOFTWARE;REVISION OBJETIVOS 
INGENIERÍA DE SOFTWARE;MODELO RUP
CONSTRUCCIÓN DE SOFTWARE;TUTORÍA TALLER
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea 
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto de la asignatura
INGENIERÍA WEB;Requerimientos funcionales
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto
INGENIERÍA DE SOFTWARE;Requerimientos funcionales
INGENIERÍA DE SOFTWARE;Requerimientos no funcionales
INGENIERÍA DE SOFTWARE;Diagrama de clases
INGENIERÍA WEB;Corrección Parcial.
INGENIERÍA WEB;Modelo de 4+1 vistas para arq. de sw
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta subsecuencia común más larga
INGENIERÍA DE SOFTWARE;Requerimientos de software
INGENIERÍA DE SOFTWARE;Requerimientos funcionales
INGENIERÍA DE SOFTWARE;Ing. software - análisis del sistema
ARQUITECTURA DE SOFTWARE;Pertinencia de la representación arquitectónica
ARQUITECTURA DE SOFTWARE;Vista lógica
INGENIERÍA DE SOFTWARE;Proyecto web
INGENIERÍA DE SOFTWARE;Ing. software - proyecto mvc
ARQUITECTURA DE SOFTWARE;Modelo entidad relación y Atributos de Calidad
CONSTRUCCIÓN DE SOFTWARE;Atributos de calidad 
ARQUITECTURA DE SOFTWARE;Prototipos de software
INGENIERÍA DE SOFTWARE;Procesos de desarrollo de software
INGENIERÍA DE SOFTWARE;Requerimientos no funcionales
INGENIERÍA DE SOFTWARE;HTML5-CSS3
INGENIERÍA WEB;Especificaciones Proyecto Integrador
ARQUITECTURA DE SOFTWARE;Diagrama de clases
ARQUITECTURA DE SOFTWARE;Diagrama de Clases
ARQUITECTURA DE SOFTWARE;Pruebas de carga y estrés
ANÁLISIS Y DISEÑO DE ALGORITMOS;Inducción matemática
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto Algoritmos
INGENIERÍA DE SOFTWARE;Tutoría
INGENIERÍA DE SOFTWARE;Tutoría
INGENIERÍA DE SOFTWARE;Tutoría
ANÁLISIS Y DISEÑO DE ALGORITMOS;Dudas tema clase
INGENIERÍA DE SOFTWARE;Tutoría Ingeniería de Software
INGENIERÍA DE SOFTWARE;Tutoría
INGENIERÍA WEB;Consulta sobre metodología Methontology para el desarrollo de una Ontología de propósito especifico
CONSTRUCCIÓN DE SOFTWARE;ACLARAR CONCEPTOS DE PATRONES
INGENIERÍA DE SOFTWARE;REDACCIÓN DE OBJETIVOS
INGENIERÍA DE SOFTWARE;PSP Y TSP
INGENIERÍA DE SOFTWARE;REVISION PROYECTO
INGENIERÍA DE SOFTWARE;METODOLOGIA
INGENIERÍA DE SOFTWARE;REVISION PROYECTO
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto final
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Inteligencia artificial
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;proyecto machine learning
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea 
CONSTRUCCIÓN DE SOFTWARE;Aclaración sobre dudas en entorno de programación y tarea 
INGENIERÍA WEB;Ingeniería web
INGENIERÍA DE SOFTWARE;Dudas MVC
INGENIERÍA DE SOFTWARE;Capa de presentación
ARQUITECTURA DE SOFTWARE;Especificación del alcance del proyecto de clase
ARQUITECTURA DE SOFTWARE;Requerimientos de software 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicaciones de sistemas distribuidos
INGENIERÍA DE SOFTWARE;Modelo entidad relación
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta problema agente viajero
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta sobre problema de la mochila
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Bayes
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;TEORÍA DE NÚMEROS
INGENIERÍA DE SOFTWARE;Ingeniería de software aplicada a proyecto integrador.
ANÁLISIS Y DISEÑO DE ALGORITMOS;PROYECTO MATERIA
INGENIERÍA DE SOFTWARE;Proyecto de ingeniería de software
INGENIERÍA DE SOFTWARE;Duda sobre proyecto web
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta ejercicio Agente Viajero
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyectos
INGENIERÍA WEB;Definición de Sistema o aplicación web
ANÁLISIS Y DISEÑO DE ALGORITMOS;Duda sobre análisis y el diseño de un algoritmo
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ecuaciones de recurrencia en Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Recursividad
ANÁLISIS Y DISEÑO DE ALGORITMOS;Problema de la mochila
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta sobre proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta problema agente viajero
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Revisión de proyecto de procesamiento de imágenes
INGENIERÍA WEB;Conexión a MySQL
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Explicación Pruebas unitarias y TDD
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Prim
ANÁLISIS Y DISEÑO DE ALGORITMOS;Subsecuencia común más larga SCL 
ANÁLISIS Y DISEÑO DE ALGORITMOS;Subsecuencias SCL parte 2.
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov - Ejercicio Propuesto Taller
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov - vector de estados iniciales
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Adición subgrupos en repositorio remoto
INGENIERÍA WEB;Identificación de tecnologías disponibles
PROGRAMACIÓN IMPERATIVA;Dudas ciclos
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta problema agente viajero
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Revisión de proyecto de procesamiento de imágenes
INGENIERÍA WEB;Validaciones HTML
INGENIERÍA WEB;Definición de Sistema o aplicación web
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Reunión se seguimiento y avance del trabajo de tesis
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;TEORÍA DE NÚMEROS
INGENIERÍA DE SOFTWARE;Ingeniería de software aplicada a proyecto integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;Duda sobre algoritmo de Dikjstra
ANÁLISIS Y DISEÑO DE ALGORITMOS;PROYECTO MATERIA
ANÁLISIS Y DISEÑO DE ALGORITMOS;NOTACIÓN ASIMPTOTICA
INGENIERÍA DE SOFTWARE;consulta de bases de datos en proyecto de ing. de software
INGENIERÍA DE SOFTWARE;Duda sobre proyecto web
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta o-grande
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta sobre algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Consulta Algoritmo Voraz.
ANÁLISIS Y DISEÑO DE ALGORITMOS;Dudas tema clase
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;Notación asintotica
ANÁLISIS Y DISEÑO DE ALGORITMOS;Método maestro
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto QA
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto QA
ANÁLISIS Y DISEÑO DE ALGORITMOS;DFS 
ANÁLISIS Y DISEÑO DE ALGORITMOS;PREGUNTAS TALLER 
ANÁLISIS Y DISEÑO DE ALGORITMOS;PREGUNTAS QUIZ
ANÁLISIS Y DISEÑO DE ALGORITMOS;NOTACIÓN O GRANDE
ANÁLISIS Y DISEÑO DE ALGORITMOS;Recurrencias
ANÁLISIS Y DISEÑO DE ALGORITMOS;NOTACIÓN ASINTÓTICA
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto estocásticos
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;proyecto estocásticos
CONSTRUCCIÓN DE SOFTWARE;Especificación de Requerimientos 
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Derivadas parciales
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas taller
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas taller
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas tema EMV
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas tema Bayes
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas Machine Learning
ARQUITECTURA DE SOFTWARE;inquietud sobre tipos de arquitectura
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUMATORIAS
ANÁLISIS Y DISEÑO DE ALGORITMOS;Funciones Asimptoticas Teorema Maestro
ARQUITECTURA DE SOFTWARE;Configuración de server Glasfish
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas sobre el tema Newton Raphsom
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Dudas taller
ESTRUCTURAS DE DATOS;Listas simplemente enlazadas
INGENIERÍA DE SOFTWARE;Proyecto integrador.
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicaciones de sistemas distribuidos.
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto
PROGRAMACIÓN IMPERATIVA;Dudas taller de ciclos
PROGRAMACIÓN IMPERATIVA;Dudas Taller
ANÁLISIS Y DISEÑO DE ALGORITMOS;Problema de la mochila
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;App
INGENIERÍA DE SOFTWARE;Modelo entidad relación
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta sobre problema de la mochila
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Aclaración de dudas sobre probabilidad
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto final - dudas de aplicación en inteligencia artificial
INGENIERÍA WEB;Conexión entre Java y HTML utilizando Javascript y Postgress
ESTRUCTURAS DE DATOS;Estructuras en C++
INGENIERÍA DE SOFTWARE;Proyecto de Ingeniería de Software 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicaciones de sistemas distribuidos
PROGRAMACIÓN IMPERATIVA;Dudas en programación C++
PROGRAMACIÓN IMPERATIVA;Dudas en C++
ARQUITECTURA DE SOFTWARE;Definición de arquitectura de TI
ARQUITECTURA DE SOFTWARE;Definición de los objetivos de la arquitectura 
ARQUITECTURA DE SOFTWARE;Definición de conjunto de datos de la NASA
ARQUITECTURA DE SOFTWARE;Definicion del alcance de la arquitectura a implementar
ARQUITECTURA DE SOFTWARE;Validación del documento de arquitectura 
INGENIERÍA DE SOFTWARE;Kanban metodologias agiles scrum y manifiesto agil
ESTRUCTURAS DE DATOS;Manejo de variables locales y pilas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;dudas en POO
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas taller de java
ESTRUCTURAS DE DATOS;Estructuras
INGENIERÍA DE SOFTWARE;proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en el desarrollo de programas en Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
ESTRUCTURAS DE DATOS;Dudas sobre manejos de colas
ANÁLISIS Y DISEÑO DE ALGORITMOS;programación dinámica
CONSTRUCCIÓN DE SOFTWARE;Diagramas de Gantt
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Six Sigma Distribución de Poisson
INGENIERÍA WEB;Diseño del sistema
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Puentes de Red
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Costos de Invocación Remota
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Pruebas en sistemas distribuidos.
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en programación orientada a objetos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en taller
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas del estudiante en la realización de ejercicios
INGENIERÍA WEB;Conexión SSL entre Git y Github
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
ARQUITECTURA DE SOFTWARE;Seguimiento acerca del desempeño de la asignarura y estrategia para alcanzar un excelente puntaje 
ARQUITECTURA DE SOFTWARE;Validación del documento de arquitectura 
ESTRUCTURAS DE DATOS;APUNTADORES
ESTRUCTURAS DE DATOS;ARBOLES BINARIOS
ESTRUCTURAS DE DATOS;GRAFOS
INGENIERÍA DE SOFTWARE;Requerimientos funcionales
INGENIERÍA DE SOFTWARE;Dudas MVC
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Inducción matemática
ANÁLISIS Y DISEÑO DE ALGORITMOS;Inducción Matemática
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad Espacial
INGENIERÍA DE SOFTWARE;Capa de modelo - Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Proyecto
INGENIERÍA WEB;Orientaciones sobre los documentos Project Charter y Statement of Work
INGENIERÍA WEB;Especificación de Casos de uso
INGENIERÍA WEB;Conexión SSL entre Git y Github
INGENIERÍA WEB;Desarrollo de CRUD Integrando HTML Javascript Java y Postgres
INGENIERÍA DE SOFTWARE;conceptos de ing software
INGENIERÍA DE SOFTWARE;arbol recurrente recubridor mínimo.
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Taller Docker y Dragon boat
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicación de sistemas distribuidos
INGENIERÍA WEB;Manejo de Control de Versiones con GIT
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas POO
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en taller asignado
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en temáticas de la asignatura
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas del estudiante
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
INGENIERÍA DE SOFTWARE;Dudas MVC
INGENIERÍA DE SOFTWARE;Capa de modelo - Proyecto
ARQUITECTURA DE SOFTWARE;Seguimiento acerca del desempeño de la asignarura y estrategia para alcanzar un excelente puntaje 
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicación de sistemas distribuidos
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Gestión de gitlab 1
INGENIERÍA DE SOFTWARE;Ingeniería de Software
INGENIERÍA DE SOFTWARE;diagrama de secuencias
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Proyecto
INGENIERÍA DE SOFTWARE;Requerimientos Funcionales 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas sobre ejercicios de programación orientada a objetos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas del estudiante sobre los programas a realizar
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en taller asignado
INGENIERÍA DE SOFTWARE;Modelo entidad relación
INGENIERÍA WEB;Definición del repositorio de integración entre Git y GitHub en el marco de un Sistema de Control de Versiones
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta sobre interfaz gráfica 
ANÁLISIS Y DISEÑO DE ALGORITMOS;programas JAva recurriencia.
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Pruebas de sistemas distribuidos.
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de requerimientos para proyecto
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Criterios de aceptación RecyclerViews
ESTRUCTURAS DE DATOS;Pilas y colas
PROGRAMACIÓN IMPERATIVA;Manejo de estructuras en C++
INGENIERÍA DE SOFTWARE;problemas analisis
ANÁLISIS Y DISEÑO DE ALGORITMOS;proyecto integrador y ejercicios java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programación dinámica
ANÁLISIS Y DISEÑO DE ALGORITMOS;programación dinámica problema de la mochila
ANÁLISIS Y DISEÑO DE ALGORITMOS;programación en Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Dijkstra
ALGORITMIA Y PROGRAMACIÓN;Dudas en java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas en java
ESTRUCTURAS DE DATOS;Manejo de variables globales locales y pilas
INGENIERÍA DE SOFTWARE;Clases en Ingeniería de software
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Tutoría Docker y Taller Sistemas Distribuidos
INGENIERÍA DE SOFTWARE;Clases UML
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Taller de Docker - Taller Sistemas Distribuidos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;UML - Diagrama de Clases
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programas de recurrencia en Java 
ESTRUCTURAS DE DATOS;APUNTADORES
ESTRUCTURAS DE DATOS;ARBOLES BINARIOS
ESTRUCTURAS DE DATOS;GRAFOS
INGENIERÍA DE SOFTWARE;Asesoría Proyecto
INGENIERÍA DE SOFTWARE;Dudas parcial Ingeniería de Software
INGENIERÍA DE SOFTWARE;Tutoría
ANÁLISIS Y DISEÑO DE ALGORITMOS;Acceso a aulas virtuales.
ESTRUCTURAS DE DATOS;Manejo de variables locales globales y pilas
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Taller sistemas 
PROGRAMACIÓN IMPERATIVA;Dudas ciclos repetitivos
ESTRUCTURAS DE DATOS;Pilas y colas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Presentación programas JAva
INGENIERÍA WEB;Conexión con repositorios remotos
INGENIERÍA WEB;Revisión Criterios de Aceptación PI
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicaciones de sistemas distribuidos.
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Aplicación que consume api
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Programa en Java 
ESTRUCTURAS DE DATOS;Consulta de colas dinamicas
PROGRAMACIÓN IMPERATIVA;funciones
CONSTRUCCIÓN DE SOFTWARE;Tipos abstractos de datos aplicados en python
ARQUITECTURA DE SOFTWARE;Diagramas UML diferencias y usos ejemplos.
ESTRUCTURAS DE DATOS;ejercicios con Lista enlazada en C++
ESTRUCTURAS DE DATOS;Ejercicios de Listas Enlazadas en C++ 
ESTRUCTURAS DE DATOS;Listas - Tutoría de Diego Rincón. 
ESTRUCTURAS DE DATOS;estructuras simples y Anidadas
ESTRUCTURAS DE DATOS;Estructuras Simples
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Ordenamiento
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Bases de Datos _ Código en Java 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Base de Datos
INGENIERÍA DE SOFTWARE;Objetivos proyecto ingeniería de sw
INGENIERÍA DE SOFTWARE;Metodologías
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ecuación de recurrencia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ecuaciones de recurrencia
INGENIERÍA DE SOFTWARE;Diagrama de Clases
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Aplicación de cadenas de markov en análisis de datos
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;TEORÍA DE COLAS MMm MULTICANAL
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov
INGENIERÍA WEB;Uso de Sistema de Control de Versiones
INGENIERÍA WEB;Manejo de repositorios en forma de equipo
INGENIERÍA WEB;Manejo de comandos en Terminal -Actividades
INGENIERÍA WEB;Introduccion manejo de ramas en VCS
INGENIERÍA WEB;Diagramas en Markdown
INGENIERÍA WEB;Explicación FastAPI
INGENIERÍA WEB;Criterios de aceptación WEB
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas del estudiante en las temáticas de la clase
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
PROGRAMACIÓN IMPERATIVA;Dudas funciones
PROGRAMACIÓN IMPERATIVA;Dudas taller de funciones
PROGRAMACIÓN IMPERATIVA;Dudas funciones recursivas
PROGRAMACIÓN IMPERATIVA;Dudas array
ESTRUCTURAS DE DATOS;referencia en pilas
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programas de recurrencias
INGENIERÍA WEB;Conexión con repositorios remotos
INGENIERÍA WEB;Acompañamiento Arquitectura Proyecto
INGENIERÍA WEB;Conexión y Configuración Credenciales Gitlab
INGENIERÍA WEB;Acompañamiento Proyecto y Objetivos
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de requerimientos para aplicación
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
PROGRAMACIÓN IMPERATIVA;Manejo de cadenas en C 
PROGRAMACIÓN IMPERATIVA;Dudas Funciones
PROGRAMACIÓN IMPERATIVA;Manejo de librería time.h
PROGRAMACIÓN IMPERATIVA;Dudas recursividad
PROGRAMACIÓN IMPERATIVA;consulta 
ESTRUCTURAS DE DATOS;Pilas
ESTRUCTURAS DE DATOS;Colas
ESTRUCTURAS DE DATOS;Dudas en tema pilas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Programa en Java - Librería Swing 
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;programas recurrencia Java
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
INGENIERÍA WEB;Conexión con repositorios remotos
INGENIERÍA WEB;Conexión repositorio en servidor remoto
INGENIERÍA WEB;Proyecto en repo remoto
INGENIERÍA WEB;Introduccion manejo de ramas en VCS
INGENIERÍA WEB;Proyectos remotos
INGENIERÍA WEB;Revisión Criterios de Aceptación PI
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Aplicaciones de sistemas distribuidos. 
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Construcción de problema
PROGRAMACIÓN IMPERATIVA;Dudas Funciones en C++
ESTRUCTURAS DE DATOS;Pilas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Aclaración relaciones del Diagrama de clases UML
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programas de recurrencia Java 
ARQUITECTURA DE SOFTWARE;Validación del alcance del entregable final
ESTRUCTURAS DE DATOS;estructuras anidadas
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional ecuaciones de recurrencia temas de examen
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas 
PROGRAMACIÓN IMPERATIVA;Solicitud de aclaración de dudas por parte el estudiante
PROGRAMACIÓN IMPERATIVA;Dudas 
PROGRAMACIÓN IMPERATIVA;Funciones recursivas
PROGRAMACIÓN IMPERATIVA;Dudas arra
ESTRUCTURAS DE DATOS;Colas
INGENIERÍA DE SOFTWARE;Modelo vista controlador
INGENIERÍA WEB;Especificación de Casos de uso
PROGRAMACIÓN IMPERATIVA;Dudas funciones en c++
PROGRAMACIÓN IMPERATIVA;Dudas taller de funciones
PROGRAMACIÓN IMPERATIVA;Dudas funciones
PROGRAMACIÓN IMPERATIVA;Dudas taller de funciones
PROGRAMACIÓN IMPERATIVA;Dudas funciones recursivas
PROGRAMACIÓN IMPERATIVA;Dudas array
PROGRAMACIÓN IMPERATIVA;Taller de ciclos
